img_id,text,0,1,2,3,4,5,6,7,8,9
177.jpg,142T7100,1,1,1,0,1,0,0,1,0,0
178.jpg,128T9146,0,1,1,0,1,0,1,0,1,1
179.jpg,122T7105,1,1,1,0,0,1,0,1,0,0
18.jpg,153T3222,0,1,1,1,0,1,0,0,0,0
180.jpg,48T6996,0,0,0,0,1,0,1,0,1,1
181.jpg,100T9345,1,1,0,1,1,1,0,0,0,1
182.jpg,173T9116,0,1,0,1,0,0,1,1,0,1
183.jpg,163T3294,0,1,1,1,1,0,1,0,0,1
184.jpg,69T5129,0,1,1,0,0,1,1,0,0,1
185.jpg,39T5898,0,0,0,1,0,1,0,0,1,1
186.jpg,95T6758,0,0,0,0,0,1,1,1,1,1
187.jpg,94T573,0,0,0,1,1,1,0,1,0,1
188.jpg,79T2589,0,0,1,0,0,1,0,1,1,1
189.jpg,47T8151,0,1,0,0,1,1,0,1,1,0
19.jpg,43T9644,0,0,0,1,1,0,1,0,0,1
190.jpg,70T8648,1,0,0,0,1,0,1,1,1,0
191.jpg,102T9407,1,1,1,0,1,0,0,1,0,1
192.jpg,94T3458,0,0,0,1,1,1,0,0,1,1
193.jpg,73T4019,1,1,0,1,1,0,0,1,0,1
194.jpg,128T1739,0,1,1,1,0,0,0,1,1,1
195.jpg,160T1641,1,1,0,0,1,0,1,0,0,0
196.jpg,188T8677,0,1,0,0,0,0,1,1,1,0
197.jpg,171T5976,0,1,0,0,0,1,1,1,0,1
198.jpg,153T8597,0,1,0,1,0,1,0,1,1,1
199.jpg,78T3293,0,0,1,1,0,0,0,1,1,1
2.jpg,170T6123,1,1,1,1,0,0,1,1,0,0
20.jpg,64T6581,0,1,0,0,1,1,1,0,1,0
200.jpg,179T7229,0,1,1,0,0,0,0,1,0,1
201.jpg,121T237,0,1,1,1,0,0,0,1,0,0
202.jpg,170T7645,1,1,0,0,1,1,1,1,0,0
203.jpg,140T659,1,1,0,0,1,1,1,0,0,1
204.jpg,103679N,1,1,0,1,0,0,1,1,0,1
205.jpg,93T4591,0,1,0,1,1,1,0,0,0,1
206.jpg,181T1022,1,1,1,0,0,0,0,0,1,0
207.jpg,171T2664,0,1,1,0,1,0,1,1,0,0
208.jpg,132T3848,0,1,1,1,1,0,0,0,1,0
209.jpg,173T6609,1,1,0,1,0,0,1,1,0,1
21.jpg,117T6491,0,1,0,0,1,0,1,1,0,1
210.jpg,106T2131,1,1,1,1,0,0,1,0,0,0
211.jpg,161T6744,0,1,0,0,1,0,1,1,0,0
212.jpg,188T7083,1,1,0,1,0,0,0,1,1,0
213.jpg,135T4716,0,1,0,1,1,1,1,1,0,0
214.jpg,168T6643,0,1,0,1,1,0,1,0,1,0
215.jpg,114T7304,1,1,0,1,1,0,0,1,0,0
216.jpg,188T543,0,1,0,1,1,1,0,0,1,0
217.jpg,174T4999,0,1,0,0,1,0,0,1,0,1
218.jpg,188T7083,1,1,0,1,0,0,0,1,1,0
219.jpg,137564N,0,1,0,1,1,1,1,1,0,0
22.jpg,72T6300,1,0,1,1,0,0,1,1,0,0
220.jpg,171T6934,0,1,0,1,1,0,1,1,0,1
221.jpg,166T1383,0,1,0,1,0,0,1,0,1,0
222.jpg,84T4097,1,0,0,0,1,0,0,1,1,1
223.jpg,122T7105,1,1,1,0,0,1,0,1,0,0
224.jpg,118T6637,0,1,0,1,0,0,1,1,1,0
225.jpg,170T7645,1,1,0,0,1,1,1,1,0,0
226.jpg,66T5697,0,0,0,0,0,1,1,1,0,1
227.jpg,182T2759,0,1,1,0,0,1,0,1,1,1
228.jpg,182T6149,0,1,1,0,1,0,1,0,1,1
229.jpg,119T2123,0,1,1,1,0,0,0,0,0,1
23.jpg,149T7951,0,1,0,0,1,1,0,1,0,1
230.jpg,125T6088,1,1,1,0,0,1,1,0,1,0
231.jpg,129T9084,1,1,1,0,1,0,0,0,1,1
232.jpg,177T4712,0,1,1,0,1,0,0,1,0,0
233.jpg,77T9587,0,0,0,0,0,1,0,1,1,1
234.jpg,77T4426,0,0,1,0,1,0,1,1,0,0
235.jpg,104T1884,1,1,0,0,1,0,0,0,1,0
236.jpg,135T5906,1,1,0,1,0,1,1,0,0,1
237.jpg,57T2904,1,0,1,0,1,1,0,1,0,1
238.jpg,125T2765,0,1,1,0,0,1,1,1,0,0
239.jpg,177T4735,0,1,0,1,1,1,0,1,0,0
24.jpg,170T9922,1,1,1,0,0,0,0,1,0,1
240.jpg,82T701,1,1,1,0,0,0,0,1,1,0
241.jpg,37T3819,0,1,0,1,0,0,0,1,1,1
242.jpg,164T9053,1,1,0,1,1,1,1,0,0,1
243.jpg,77T286,0,0,1,0,0,0,1,1,1,0
244.jpg,83T9393,0,0,0,1,0,0,0,0,1,1
245.jpg,139T8869,0,1,0,1,0,0,1,0,1,1
246.jpg,169T5973,0,1,0,1,0,1,1,1,0,1
247.jpg,169T7127,0,1,1,0,0,0,1,1,0,1
248.jpg,107T5823,1,1,1,1,0,1,0,1,1,0
249.jpg,149T3297,0,1,1,1,1,0,0,1,0,1
25.jpg,151T1866,0,1,0,0,0,1,1,0,1,0
250.jpg,93T1868,0,1,0,1,0,0,1,0,1,1
251.jpg,165T7119,0,1,0,0,0,1,1,1,0,1
252.jpg,141T9185,0,1,0,0,1,1,0,0,1,1
253.jpg,130T2340,1,1,1,1,1,0,0,0,0,0
254.jpg,71T1524,0,1,1,0,1,1,0,1,0,0
255.jpg,71T1524,0,1,1,0,1,1,0,1,0,0
256.jpg,96T5370,1,0,0,1,0,1,1,1,0,1
257.jpg,170T5686,1,1,0,0,0,1,1,1,1,0
258.jpg,117T7987,0,1,0,0,0,0,0,1,1,1
259.jpg,119T1234,0,1,1,1,1,0,0,0,0,1
26.jpg,116T8703,1,1,0,1,0,0,1,1,1,0
260.jpg,75T6320,1,0,1,1,0,1,1,1,0,0
261.jpg,133T3849,0,1,0,1,1,0,0,0,1,1
262.jpg,86T564,0,0,0,0,1,1,1,0,1,0
263.jpg,172T2738,0,1,1,1,0,0,0,1,1,0
264.jpg,65T3230,1,0,1,1,0,1,1,0,0,0
265.jpg,76T6346,0,0,0,1,1,0,1,1,0,0
266.jpg,135T5906,1,1,0,1,0,1,1,0,0,1
267.jpg,137T9189,0,1,0,1,0,0,0,1,1,1
268.jpg,61T4573,0,1,0,1,1,1,1,1,0,0
27.jpg,170T6375,1,1,0,1,0,1,1,1,0,0
270.jpg,165T895,0,1,0,0,0,1,1,0,1,1
271.jpg,111T1930,1,1,0,1,0,0,0,0,0,1
272.jpg,152T9593,0,1,1,1,0,1,0,0,0,1
273.jpg,142T8217,0,1,1,0,1,0,0,1,1,0
274.jpg,47T8151,0,1,0,0,1,1,0,1,1,0
275.jpg,84T6234,0,0,1,1,1,0,1,0,1,0
276.jpg,148T2903,1,1,1,1,1,0,0,0,1,1
277.jpg,148T2903,1,1,1,1,1,0,0,0,1,1
278.jpg,52T6994,0,0,1,0,1,1,1,0,0,1
279.jpg,114T7055,1,1,0,0,1,1,0,1,0,0
28.jpg,71T6532,0,1,1,1,0,1,1,1,0,0
280.jpg,171T2151,0,1,1,0,0,1,0,1,0,0
281.jpg,175T6431,0,1,0,1,1,1,1,1,0,0
282.jpg,171T5976,0,1,0,0,0,1,1,1,0,1
283.jpg,188T8416,0,1,0,0,1,0,1,0,1,0
284.jpg,130T2340,1,1,1,1,1,0,0,0,0,0
285.jpg,92T3839,0,0,1,1,0,0,0,0,1,1
286.jpg,128T461,0,1,1,0,1,0,1,0,1,0
287.jpg,180T706,1,1,0,0,0,0,1,1,1,0
288.jpg,188T8677,0,1,0,0,0,0,1,1,1,0
289.jpg,94T8974,0,0,0,0,1,0,0,1,1,1
29.jpg,141T9365,0,1,0,1,1,1,1,0,0,1
290.jpg,166T1383,0,1,0,1,0,0,1,0,1,0
291.jpg,161T761,0,1,0,0,0,0,1,1,0,0
292.jpg,119T6926,0,1,1,0,0,0,1,0,0,1
293.jpg,128T1739,0,1,1,1,0,0,0,1,1,1
294.jpg,191T1006,1,1,0,0,0,0,1,0,0,1
295.jpg,114T7304,1,1,0,1,1,0,0,1,0,0
296.jpg,164T322,0,1,1,1,1,0,1,0,0,0
297.jpg,168T207,1,1,1,0,0,0,1,1,1,0
298.jpg,118T9630,1,1,0,1,0,0,1,0,1,1
299.jpg,111T3698,0,1,0,1,0,0,1,0,1,1
3.jpg,103T1643,1,1,0,1,1,0,1,0,0,0
30.jpg,136T7602,1,1,1,1,0,0,1,1,0,0
300.jpg,74T3019,1,1,0,1,1,0,0,1,0,1
301.jpg,90T4636,1,0,0,1,1,0,1,0,0,1
302.jpg,171T7026,1,1,1,0,0,0,1,1,0,0
303.jpg,92T589,0,0,1,0,0,1,0,0,1,1
304.jpg,71T1524,0,1,1,0,1,1,0,1,0,0
305.jpg,106T2131,1,1,1,1,0,0,1,0,0,0
306.jpg,165T7878,0,1,0,0,0,1,1,1,1,0
307.jpg,141T6603,1,1,0,1,1,0,1,0,0,0
308.jpg,133T9933,0,1,0,1,0,0,0,0,0,1
309.jpg,172T2738,0,1,1,1,0,0,0,1,1,0
31.jpg,144T2081,1,1,1,0,1,0,0,0,1,0
310.jpg,171T8084,1,1,0,0,1,0,0,1,1,0
311.jpg,90T7708,1,0,0,0,0,0,0,1,1,1
312.jpg,114T9860,1,1,0,0,1,0,1,0,1,1
313.jpg,142T1369,0,1,1,1,1,0,1,0,0,1
314.jpg,125T3437,0,1,1,1,1,1,0,1,0,0
315.jpg,108T5794,1,1,0,0,1,1,0,1,1,1
316.jpg,94T573,0,0,0,1,1,1,0,1,0,1
317.jpg,82T874,0,0,1,0,1,0,0,1,1,0
318.jpg,122T8467,0,1,1,0,1,0,1,1,1,0
319.jpg,167T5598,0,1,0,0,0,1,1,1,1,1
32.jpg,173T6609,1,1,0,1,0,0,1,1,0,1
320.jpg,177T2094,1,1,1,0,1,0,0,1,0,1
321.jpg,179T159,0,1,0,0,0,1,0,1,0,1
322.jpg,163T3294,0,1,1,1,1,0,1,0,0,1
323.jpg,91T4562,0,1,1,0,1,1,1,0,0,1
324.jpg,107T5411,1,1,0,0,1,1,0,1,0,0
325.jpg,175T6431,0,1,0,1,1,1,1,1,0,0
326.jpg,171T8084,1,1,0,0,1,0,0,1,1,0
327.jpg,129T3973,0,1,1,1,0,0,0,1,0,1
328.jpg,138T2415,0,1,1,1,1,1,0,0,1,0
329.jpg,62T9920,1,0,1,0,0,0,1,0,0,1
33.jpg,118T5018,1,1,0,0,0,1,0,0,1,0
330.jpg,194T3593,0,1,0,1,1,1,0,0,0,1
331.jpg,105T9763,1,1,0,1,0,1,1,1,0,1
332.jpg,128T4425,0,1,1,0,1,1,0,0,1,0
333.jpg,94T8974,0,0,0,0,1,0,0,1,1,1
334.jpg,156T311,0,1,0,1,0,1,1,0,0,0
335.jpg,148T6825,0,1,1,0,1,1,1,0,1,0
336.jpg,131T870,1,1,0,1,0,0,0,1,1,0
337.jpg,141T3704,1,1,0,1,1,0,0,1,0,0
338.jpg,162T2625,0,1,1,0,0,1,1,0,0,0
339.jpg,112T6434,0,1,1,1,1,0,1,0,0,0
34.jpg,182T2759,0,1,1,0,0,1,0,1,1,1
340.jpg,140T1714,1,1,0,0,1,0,0,1,0,0
341.jpg,144T9065,1,1,0,0,1,1,1,0,0,1
342.jpg,175T7944,0,1,0,0,1,1,0,1,0,1
343.jpg,77T7035,1,0,0,1,0,1,0,1,0,0
344.jpg,143T1094,1,1,0,1,1,0,0,0,0,1
345.jpg,86T9785,0,0,0,0,0,1,1,1,1,1
346.jpg,114T239,0,1,1,1,1,0,0,0,0,1
347.jpg,132T4533,0,1,1,1,1,1,0,0,0,0
348.jpg,93T4591,0,1,0,1,1,1,0,0,0,1
349.jpg,148T2903,1,1,1,1,1,0,0,0,1,1
35.jpg,152T4908,1,1,1,0,1,1,0,0,1,1
350.jpg,140T7487,1,1,0,0,1,0,0,1,1,0
351.jpg,108T7972,1,1,1,0,0,0,0,1,1,1
352.jpg,105T9699,1,1,0,0,0,1,1,0,0,1
353.jpg,154T2333,0,1,1,1,1,1,0,0,0,0
354.jpg,137T2499,0,1,1,1,1,0,0,1,0,1
355.jpg,71T6532,0,1,1,1,0,1,1,1,0,0
356.jpg,109T5513,1,1,0,1,0,1,0,0,0,1
357.jpg,117T9747,0,1,0,0,1,0,0,1,0,1
358.jpg,130T6707,1,1,0,1,0,0,1,1,0,0
359.jpg,159T7279,0,1,1,0,0,1,0,1,0,1
36.jpg,179T159,0,1,0,0,0,1,0,1,0,1
360.jpg,175T5973,0,1,0,1,0,1,0,1,0,1
361.jpg,109T5513,1,1,0,1,0,1,0,0,0,1
362.jpg,94T8974,0,0,0,0,1,0,0,1,1,1
363.jpg,112T5380,1,1,1,1,0,1,0,0,1,0
364.jpg,96T3734,0,0,0,1,1,0,1,1,0,1
365.jpg,156T1451,0,1,0,0,1,1,1,0,0,0
366.jpg,150T8996,1,1,0,0,0,1,1,0,1,1
367.jpg,140T5408,1,1,0,0,1,1,0,0,1,0
368.jpg,194T5474,0,1,0,0,1,1,0,1,0,1
369.jpg,132T7260,1,1,1,1,0,0,1,1,0,0
37.jpg,160T2955,1,1,1,0,0,1,1,0,0,1
370.jpg,99T1341,0,1,0,1,1,0,0,0,0,1
371.jpg,65T6646,0,0,0,0,1,1,1,0,0,0
372.jpg,68T2202,1,0,1,0,0,0,1,0,1,0
373.jpg,105T41,1,1,0,0,1,1,0,0,0,0
374.jpg,63T6751,0,1,0,1,0,1,1,1,0,0
375.jpg,149T8284,0,1,1,0,1,0,0,0,1,1
376.jpg,61T4573,0,1,0,1,1,1,1,1,0,0
377.jpg,154T7332,0,1,1,1,1,1,0,1,0,0
378.jpg,120T8917,1,1,1,0,0,0,0,1,1,1
379.jpg,120T3626,1,1,1,1,0,0,1,0,0,0
38.jpg,137T8459,0,1,0,1,1,1,0,1,1,1
380.jpg,72T5043,1,0,1,1,1,1,0,1,0,0
381.jpg,114T239,0,1,1,1,1,0,0,0,0,1
382.jpg,173T4951,0,1,0,1,1,1,0,1,0,1
384.jpg,131T8840,1,1,0,1,1,0,0,0,1,0
385.jpg,145T9128,0,1,1,0,1,1,0,0,1,1
386.jpg,195T668,0,1,0,0,0,1,1,0,1,1
387.jpg,181T3496,0,1,0,1,1,0,1,0,1,1
388.jpg,116T2047,1,1,1,0,1,0,1,1,0,0
389.jpg,106T1334,1,1,0,1,1,0,1,0,0,0
39.jpg,156T6516,0,1,0,0,0,1,1,0,0,0
390.jpg,137T8159,0,1,0,1,0,1,0,1,1,1
391.jpg,117T3941,0,1,0,1,1,0,0,1,0,1
392.jpg,87T3169,0,1,0,1,0,0,1,1,1,1
393.jpg,195T668,0,1,0,0,0,1,1,0,1,1
394.jpg,160T8806,1,1,0,0,0,0,1,0,1,0
395.jpg,189T8840,1,1,0,0,1,0,0,0,1,1
396.jpg,137T8459,0,1,0,1,1,1,0,1,1,1
397.jpg,118T5018,1,1,0,0,0,1,0,0,1,0
398.jpg,149T7951,0,1,0,0,1,1,0,1,0,1
399.jpg,151T8095,1,1,0,0,0,1,0,0,1,1
4.jpg,62T1040,1,1,1,0,1,0,1,0,0,0
40.jpg,120T5039,1,1,1,1,0,1,0,0,0,1
400.jpg,129T230,1,1,1,1,0,0,0,0,0,1
401.jpg,155T1383,0,1,0,1,0,1,0,0,1,0
402.jpg,119T5419,0,1,0,0,1,1,0,0,0,1
403.jpg,69T6075,1,0,0,0,0,1,1,1,0,1
404.jpg,144T4724,0,1,1,0,1,0,0,1,0,0
405.jpg,114T239,0,1,1,1,1,0,0,0,0,1
406.jpg,58T5526,0,0,1,0,0,1,1,0,1,0
407.jpg,76T6346,0,0,0,1,1,0,1,1,0,0
408.jpg,137T5115,0,1,0,1,0,1,0,1,0,0
409.jpg,194T735,0,1,0,1,1,1,0,1,0,1
41.jpg,62T1169,0,1,1,0,0,0,1,0,0,1
410.jpg,85T8265,0,0,1,0,0,1,1,0,1,0
411.jpg,183T8201,1,1,1,1,0,0,0,0,1,0
412.jpg,88T7497,0,0,0,0,1,0,0,1,1,1
413.jpg,163T9566,0,1,0,1,0,1,1,0,0,1
414.jpg,115T9433,0,1,0,1,1,1,0,0,0,1
415.jpg,65T6646,0,0,0,0,1,1,1,0,0,0
416.jpg,70T6651,1,1,0,0,0,1,1,1,0,0
417.jpg,121T4099,1,1,1,0,1,0,0,0,0,1
418.jpg,131T954,0,1,0,1,1,1,0,0,0,1
419.jpg,170T1077,1,1,0,0,0,0,0,1,0,0
42.jpg,191T179,0,1,0,0,0,0,0,1,0,1
421.jpg,138T6070,1,1,0,1,0,0,1,1,1,0
422.jpg,118T5018,1,1,0,0,0,1,0,0,1,0
423.jpg,62T6569,0,0,1,0,0,1,1,0,0,1
424.jpg,77T286,0,0,1,0,0,0,1,1,1,0
425.jpg,65T6646,0,0,0,0,1,1,1,0,0,0
426.jpg,94T8974,0,0,0,0,1,0,0,1,1,1
427.jpg,171T2151,0,1,1,0,0,1,0,1,0,0
428.jpg,104T489,1,1,0,0,1,0,0,0,1,1
429.jpg,84T6404,1,0,0,0,1,0,1,0,1,0
43.jpg,41T1310,1,1,0,1,1,0,0,0,0,0
430.jpg,78T7729,0,0,1,0,0,0,0,1,1,1
431.jpg,160T4041,1,1,0,0,1,0,1,0,0,0
432.jpg,182T6554,0,1,1,0,1,1,1,0,1,0
433.jpg,87T9294,0,0,1,0,1,0,0,1,1,1
434.jpg,176T755,0,1,0,0,0,1,1,1,0,0
435.jpg,37T3507,1,0,0,1,0,1,0,1,0,0
436.jpg,149T3469,0,1,0,1,1,0,1,0,0,1
437.jpg,126T8208,1,1,1,0,0,0,1,0,1,0
438.jpg,152T9438,0,1,1,1,1,1,0,0,1,1
44.jpg,139T2785,0,1,1,1,0,1,0,1,1,1
440.jpg,107T5823,1,1,1,1,0,1,0,1,1,0
441.jpg,140T5583,1,1,0,1,1,1,0,0,1,0
442.jpg,178T9010,1,1,0,0,0,0,0,1,1,1
443.jpg,177T8467,0,1,0,0,1,0,1,1,1,0
444.jpg,114T4391,0,1,0,1,1,0,0,0,0,1
445.jpg,140T8381,1,1,0,1,1,0,0,0,1,0
446.jpg,125T8583,0,1,1,1,0,1,0,0,1,0
447.jpg,139T1856,0,1,0,1,0,1,1,0,1,1
448.jpg,115T7637,0,1,0,1,0,1,1,1,0,0
449.jpg,122T2171,0,1,1,0,0,0,0,1,0,0
45.jpg,72T7486,0,0,1,0,1,0,1,1,1,0
450.jpg,103679N,1,1,0,1,0,0,1,1,0,1
451.jpg,138T1769,0,1,0,1,0,0,1,1,1,1
452.jpg,140T883,1,1,0,1,1,0,0,0,1,0
453.jpg,163T9566,0,1,0,1,0,1,1,0,0,1
454.jpg,110T2456,1,1,1,0,1,1,1,0,0,0
455.jpg,158T412,0,1,1,0,1,1,0,0,1,0
456.jpg,153T8959,0,1,0,1,0,1,0,0,1,1
457.jpg,120T8917,1,1,1,0,0,0,0,1,1,1
458.jpg,179T5776,0,1,0,0,0,1,1,1,0,1
459.jpg,45T6285,0,0,1,0,1,1,1,0,1,0
46.jpg,109T658,1,1,0,0,0,1,1,0,1,1
460.jpg,191T9338,0,1,0,1,0,0,0,0,1,1
461.jpg,130T9410,1,1,0,1,1,0,0,0,0,1
462.jpg,110T5390,1,1,0,1,0,1,0,0,0,1
463.jpg,93T5599,0,0,0,1,0,1,0,0,0,1
464.jpg,181T3690,1,1,0,1,0,0,1,0,1,1
465.jpg,67T7030,1,0,0,1,0,0,1,1,0,0
466.jpg,106T4788,1,1,0,0,1,0,1,1,1,0
468.jpg,110T6829,1,1,1,0,0,0,1,0,1,1
469.jpg,185T834,0,1,0,1,1,1,0,0,1,0
47.jpg,160T2955,1,1,1,0,0,1,1,0,0,1
470.jpg,111T5779,0,1,0,0,0,1,0,1,0,1
471.jpg,104T9416,1,1,0,0,1,0,1,0,0,1
472.jpg,162T9979,0,1,1,0,0,0,1,1,0,1
473.jpg,95T7795,0,0,0,0,0,1,0,1,0,1
474.jpg,79T8612,0,1,1,0,0,0,1,1,1,1
475.jpg,104T489,1,1,0,0,1,0,0,0,1,1
476.jpg,148T2903,1,1,1,1,1,0,0,0,1,1
477.jpg,177T8467,0,1,0,0,1,0,1,1,1,0
478.jpg,65T3230,1,0,1,1,0,1,1,0,0,0
479.jpg,117T2600,1,1,1,0,0,0,1,1,0,0
48.jpg,117T1938,0,1,0,1,0,0,0,1,1,1
480.jpg,114T8788,0,1,0,0,1,0,0,1,1,0
481.jpg,134T3970,1,1,0,1,1,0,0,1,0,1
482.jpg,101T3978,1,1,0,1,0,0,0,1,1,1
483.jpg,62T1646,0,1,1,0,1,0,1,0,0,0
484.jpg,163T8312,0,1,1,1,0,0,1,0,1,0
485.jpg,136T9687,0,1,0,1,0,0,1,1,1,1
486.jpg,111T1930,1,1,0,1,0,0,0,0,0,1
487.jpg,157T6832,0,1,1,1,0,1,1,1,1,0
488.jpg,169T9044,1,1,0,0,1,0,1,0,0,1
489.jpg,105T3912,1,1,1,1,0,1,0,0,0,1
49.jpg,89T8521,0,1,1,0,0,1,0,0,1,1
490.jpg,162T2347,0,1,1,1,1,0,1,1,0,0
491.jpg,131T116,0,1,0,1,0,0,1,0,0,0
492.jpg,88T6610,1,1,0,0,0,0,1,0,1,0
493.jpg,99T3403,1,0,0,1,1,0,0,0,0,1
494.jpg,116T3054,1,1,0,1,1,1,1,0,0,0
495.jpg,179T7121,0,1,1,0,0,0,0,1,0,1
496.jpg,147T472,0,1,1,0,1,0,0,1,0,0
497.jpg,167T2142,0,1,1,0,1,0,1,1,0,0
498.jpg,148T4932,0,1,1,1,1,0,0,0,1,1
499.jpg,133T3849,0,1,0,1,1,0,0,0,1,1
5.jpg,140T1714,1,1,0,0,1,0,0,1,0,0
50.jpg,145T4948,0,1,0,0,1,1,0,0,1,1
500.jpg,195T668,0,1,0,0,0,1,1,0,1,1
501.jpg,179T7121,0,1,1,0,0,0,0,1,0,1
502.jpg,149T745,0,1,0,0,1,1,0,1,0,1
503.jpg,95T4837,0,0,0,1,1,1,0,1,1,1
504.jpg,181T3690,1,1,0,1,0,0,1,0,1,1
505.jpg,136T8032,1,1,1,1,0,0,1,0,1,0
506.jpg,114T7304,1,1,0,1,1,0,0,1,0,0
507.jpg,133T1130,1,1,0,1,0,0,0,0,0,0
508.jpg,67T504,1,0,0,0,1,1,1,1,0,0
509.jpg,107T5823,1,1,1,1,0,1,0,1,1,0
